,Source,Target,Weight
8286,연차,2024년,20
8287,연차,월요일,11
8288,연차,복귀,19
8289,토요일,2024년,4
8290,토요일,2023년,5
8291,토요일,기간,6
8292,토요일,기준,4
8293,토요일,한번,5
8294,토요일,종료,4
8295,토요일,연차사용,1
8296,토요일,출근,4
8297,토요일,복귀,2
8298,2024년,기준,5
8299,2024년,한번,8
8300,2024년,종료,4
8301,2024년,연차사용,3
8302,2024년,출근,5
8303,2024년,월요일,4
8304,2024년,시작,11
8305,2024년,복귀,8
8306,계산,연차사용,13
8307,계산,복귀,12
8308,2023년,기준,8
8309,2023년,한번,13
8310,2023년,종료,7
8311,2023년,연차사용,5
8312,2023년,월요일,4
8313,2023년,시작,16
8314,2023년,복귀,12
8315,기간,종료,15
8316,기간,월요일,4
8317,기간,복귀,16
8318,기준,종료,4
8319,기준,월요일,4
8320,기준,복귀,7
8321,한번,종료,4
8322,종료,연차사용,3
8323,종료,출근,3
8324,종료,월요일,6
8325,종료,복귀,7
8326,연차사용,월요일,1
8327,연차사용,시작,3
8328,연차사용,복귀,3
8329,출근,월요일,5
8330,출근,시작,9
8331,출근,복귀,8
8332,월요일,시작,16
8333,시작,복귀,10
8334,날짜,정보,6
8335,날짜,월급,11
8336,날짜,건강보험료,1
8337,날짜,휴직기간,4
8338,나머지,공무원,8
8339,나머지,육아휴직수당,4
8340,나머지,수당,4
8341,나머지,한달,14
8342,나머지,월급,18
8343,나머지,건강보험료,2
8344,나머지,상관,2
8345,나머지,휴가,7
8346,나머지,휴직기간,1
8347,공무원,정보,5
8348,공무원,한달,9
8349,공무원,건강보험료,3
8350,공무원,휴직기간,8
8351,정보,육아휴직수당,1
8352,정보,수당,2
8353,정보,한달,3
8354,정보,월급,3
8355,정보,건강보험료,1
8356,정보,상관,1
8357,정보,휴직기간,4
8358,육아휴직수당,한달,2
8359,육아휴직수당,월급,4
8360,육아휴직수당,건강보험료,1
8361,육아휴직수당,상관,2
8362,육아휴직수당,휴가,2
8363,육아휴직수당,휴직기간,1
8364,수당,한달,5
8365,수당,건강보험료,1
8366,수당,상관,2
8367,수당,휴직기간,3
8368,한달,월급,18
8369,한달,건강보험료,1
8370,한달,상관,4
8371,한달,휴직기간,4
8372,월급,건강보험료,5
8373,월급,휴가,12
8374,월급,휴직기간,1
8375,건강보험료,상관,1
8376,건강보험료,휴가,3
8377,건강보험료,휴직기간,1
8378,상관,휴직기간,1
8379,휴가,휴직기간,3
8380,신청,단축근무,24
8381,신청,복귀,31
8382,단축근무,복귀,7
8383,뭐,복귀,13
8384,사용,내용,12
8385,사용,대체인력,9
8386,시,문제,14
8387,시,내용,6
8388,시,이야기,2
8389,시,대체인력,7
8390,시,도움,14
8391,시,법,8
8392,문제,기간,12
8393,문제,내용,7
8394,문제,이야기,10
8395,문제,대체인력,2
8396,문제,도움,9
8397,기간,이야기,9
8398,기간,대체인력,3
8399,답변,내용,9
8400,답변,이야기,6
8401,답변,대체인력,2
8402,답변,도움,4
8403,답변,법,12
8404,내용,이야기,4
8405,내용,대체인력,4
8406,내용,도움,4
8407,내용,법,6
8408,이야기,대체인력,3
8409,대체인력,도움,3
8410,대체인력,법,3
8411,하루,이야기,4
8412,하루,회사,22
8413,하루,며칠,3
8414,이야기,며칠,3
8415,회사,며칠,7
8416,적응,한달,6
8417,시작일,남편,5
8418,시작일,예정,4
8419,시작일,2개월,3
8420,시작일,급여,7
8421,시작일,가능,6
8422,시작일,30,3
8423,시작일,내용,3
8424,글,2개월,7
8425,글,30,1
8426,글,내용,6
8427,이후,2개월,6
8428,이후,내용,6
8429,남편,30,1
8430,남편,내용,2
8431,예정,30,5
8432,예정,내용,16
8433,2개월,급여,9
8434,2개월,가능,10
8435,2개월,30,2
8436,2개월,내용,2
8437,가능,30,8
8438,가능,내용,11
8439,신청,내용,13
8440,30,내용,2
8441,며칠,한번,4
8442,며칠,고민,1
8443,며칠,휴가,4
8444,며칠,출산,5
8445,며칠,시작,6
8446,며칠,3개월,4
8447,며칠,엄마,1
8448,며칠,출근,4
8449,며칠,2년,2
8450,며칠,적응,1
8451,며칠,이상,1
8452,며칠,글,2
8453,며칠,아이,3
8454,며칠,아기,5
8455,며칠,마음,2
8456,며칠,도움,4
8457,한번,고민,5
8458,한번,엄마,8
8459,한번,한달,17
8460,한번,2년,7
8461,한번,적응,2
8462,한번,이상,14
8463,한번,아이,11
8464,한번,마음,7
8465,한번,도움,9
8466,고민,한달,19
8467,고민,이상,7
8468,고민,글,15
8469,고민,도움,18
8470,생각,3개월,46
8471,생각,도움,25
8472,휴가,1년,36
8473,휴가,엄마,7
8474,휴가,출근,11
8475,휴가,2년,4
8476,휴가,적응,3
8477,휴가,아이,10
8478,휴가,마음,6
8479,출산,적응,5
8480,출산,이상,29
8481,1년,이상,26
8482,1년,도움,31
8483,시작,엄마,9
8484,시작,2년,7
8485,시작,적응,2
8486,시작,이상,10
8487,시작,아이,15
8488,시작,마음,6
8489,3개월,한달,20
8490,3개월,2년,13
8491,3개월,적응,4
8492,3개월,글,24
8493,3개월,도움,19
8494,엄마,한달,5
8495,엄마,이상,5
8496,엄마,글,7
8497,엄마,도움,8
8498,한달,출근,11
8499,한달,2년,10
8500,한달,글,10
8501,한달,아이,14
8502,한달,도움,6
8503,출근,이상,2
8504,출근,글,6
8505,출근,아이,10
8506,출근,도움,1
8507,2년,이상,8
8508,2년,도움,7
8509,적응,이상,1
8510,적응,글,4
8511,적응,아이,11
8512,적응,아기,18
8513,적응,도움,4
8514,이상,글,9
8515,이상,아이,11
8516,이상,도움,8
8517,글,마음,6
8518,아이,아기,28
8519,아이,마음,13
8520,아기,도움,15
8521,23년,월요일,2
8522,계산,육아휴직출산휴가,14
8523,육아휴직출산휴가,24년,3
8524,육아휴직출산휴가,90일,10
8525,육아휴직출산휴가,월요일,1
8526,24년,월요일,2
8527,생각,90일,24
8528,생각,월요일,3
8529,23년,출산휴가육아휴직,25
8530,23년,부분,6
8531,23년,맘,3
8532,계산,부분,7
8533,계산,맘,5
8534,24년,출산휴가육아휴직,11
8535,24년,부분,5
8536,24년,맘,2
8537,예정,맘,13
8538,부분,맘,4
8539,복직,보장,4
8540,복직,정보,9
8541,복직,아래,9
8542,복직,댓글,12
8543,16일,보장,3
8544,16일,추가,3
8545,16일,정보,1
8546,16일,아래,2
8547,16일,발생,2
8548,16일,수당,2
8549,16일,연차수당,2
8550,16일,주말,4
8551,16일,확인,6
8552,16일,신청,9
8553,16일,산후육아휴직,1
8554,16일,댓글,1
8555,16일,법,1
8556,연차,보장,3
8557,연차,추가,5
8558,연차,아래,16
8559,연차,주말,18
8560,연차,확인,33
8561,보장,추가,1
8562,보장,24년,1
8563,보장,정보,1
8564,보장,아래,2
8565,보장,발생,3
8566,보장,수당,1
8567,보장,소진,2
8568,보장,연차수당,1
8569,보장,지급,3
8570,보장,주말,1
8571,보장,확인,2
8572,보장,신청,6
8573,보장,산후육아휴직,1
8574,추가,24년,3
8575,추가,정보,2
8576,추가,아래,3
8577,추가,발생,3
8578,추가,수당,1
8579,추가,소진,3
8580,추가,연차수당,2
8581,추가,주말,1
8582,추가,확인,4
8583,추가,신청,17
8584,추가,산후육아휴직,1
8585,추가,댓글,3
8586,추가,법,3
8587,24년,정보,3
8588,24년,연차수당,4
8589,24년,지급,4
8590,24년,주말,5
8591,24년,확인,6
8592,24년,산후육아휴직,1
8593,24년,댓글,5
8594,정보,아래,4
8595,정보,발생,2
8596,정보,소진,3
8597,정보,연차수당,1
8598,정보,지급,5
8599,정보,주말,3
8600,정보,확인,3
8601,정보,신청,13
8602,정보,산후육아휴직,1
8603,정보,댓글,3
8604,정보,상황,5
8605,정보,법,3
8606,아래,발생,4
8607,아래,수당,1
8608,아래,소진,7
8609,아래,연차수당,3
8610,아래,지급,4
8611,아래,주말,4
8612,아래,확인,7
8613,아래,상황,4
8614,아래,법,2
8615,발생,소진,20
8616,발생,연차수당,10
8617,발생,지급,8
8618,발생,주말,3
8619,발생,확인,9
8620,발생,신청,6
8621,발생,산후육아휴직,2
8622,발생,댓글,3
8623,발생,상황,9
8624,수당,소진,7
8625,수당,주말,1
8626,수당,확인,4
8627,수당,산후육아휴직,1
8628,수당,댓글,3
8629,수당,상황,4
8630,소진,연차수당,9
8631,소진,지급,15
8632,소진,주말,9
8633,소진,확인,15
8634,소진,신청,22
8635,소진,산후육아휴직,3
8636,소진,댓글,2
8637,소진,법,7
8638,연차수당,지급,9
8639,연차수당,주말,1
8640,연차수당,확인,3
8641,연차수당,신청,6
8642,연차수당,산후육아휴직,1
8643,연차수당,댓글,1
8644,연차수당,상황,2
8645,연차수당,법,2
8646,지급,주말,2
8647,지급,확인,8
8648,지급,산후육아휴직,3
8649,지급,댓글,6
8650,주말,확인,3
8651,주말,신청,14
8652,주말,산후육아휴직,1
8653,주말,댓글,3
8654,주말,상황,6
8655,주말,법,2
8656,확인,산후육아휴직,2
8657,확인,댓글,3
8658,확인,상황,11
8659,확인,법,5
8660,신청,산후육아휴직,7
8661,신청,법,24
8662,산후육아휴직,댓글,2
8663,산후육아휴직,상황,2
8664,산후육아휴직,회사,12
8665,산후육아휴직,법,2
8666,댓글,상황,9
8667,댓글,회사,24
8668,댓글,법,2
8669,언제,달,4
8670,언제,답변,7
8671,언제,내년,14
8672,언제,급여,21
8673,언제,해당,5
8674,언제,작년,2
8675,언제,유급,2
8676,언제,365일,3
8677,계산,해당,5
8678,계산,작년,9
8679,계산,유급,6
8680,달,내년,8
8681,달,월급,10
8682,달,작년,3
8683,달,유급,2
8684,달,365일,2
8685,기간,해당,14
8686,기간,작년,8
8687,기간,유급,9
8688,답변,내년,20
8689,답변,작년,6
8690,답변,유급,5
8691,답변,365일,5
8692,내년,월급,16
8693,내년,해당,15
8694,내년,작년,6
8695,내년,유급,9
8696,급여,작년,20
8697,급여,유급,8
8698,급여,365일,4
8699,월급,해당,5
8700,월급,작년,10
8701,월급,유급,6
8702,월급,365일,2
8703,해당,작년,5
8704,해당,365일,2
8705,작년,유급,1
8706,유급,365일,2
8707,포함,아기,4
8708,포함,눈치,3
8709,포함,거부,2
8710,포함,출산휴가육아휴직,10
8711,포함,1년,28
8712,포함,업무,2
8713,포함,신청,16
8714,포함,상황,11
8715,포함,처음,4
8716,포함,이야기,2
8717,포함,권고사직,2
8718,포함,직원,2
8719,복직,출산휴가육아휴직,32
8720,복직,처음,14
8721,복직,직원,14
8722,날짜,거부,2
8723,날짜,생각,10
8724,날짜,업무,2
8725,날짜,상황,9
8726,날짜,권고사직,3
8727,날짜,직원,3
8728,계산,거부,1
8729,계산,이야기,4
8730,계산,권고사직,2
8731,계산,직원,6
8732,아기,거부,5
8733,아기,기간,29
8734,아기,출산휴가육아휴직,10
8735,아기,업무,7
8736,아기,처음,6
8737,아기,이야기,9
8738,아기,권고사직,3
8739,아기,직원,6
8740,눈치,거부,2
8741,눈치,신청,3
8742,눈치,이야기,5
8743,눈치,권고사직,2
8744,눈치,직원,1
8745,거부,출산휴가육아휴직,3
8746,거부,생각,6
8747,거부,업무,2
8748,거부,신청,8
8749,거부,처음,3
8750,거부,권고사직,7
8751,기간,출산휴가육아휴직,24
8752,기간,생각,40
8753,기간,상황,21
8754,기간,직원,8
8755,출산휴가육아휴직,1년,42
8756,출산휴가육아휴직,생각,22
8757,출산휴가육아휴직,업무,6
8758,출산휴가육아휴직,권고사직,3
8759,1년,권고사직,13
8760,1년,직원,13
8761,생각,업무,16
8762,생각,처음,16
8763,생각,이야기,22
8764,생각,직원,11
8765,업무,신청,6
8766,업무,처음,6
8767,업무,권고사직,3
8768,업무,직원,4
8769,신청,이야기,16
8770,상황,처음,8
8771,상황,권고사직,8
8772,처음,이야기,6
8773,처음,직원,8
8774,이야기,권고사직,4
8775,권고사직,직원,4
8776,3개월,질문,25
8777,3개월,복직한지,3
8778,3개월,9개월,36
8779,급여,복직한지,4
8780,급여,9개월,5
8781,질문,복직한지,2
8782,질문,9개월,8
8783,복직한지,9개월,1
8784,9개월,6개월,15
8785,신청,연말정산,18
8786,급여,22년,21
8787,달,연말정산,3
8788,달,입금,4
8789,달,30일,4
8790,달,22년,2
8791,연말정산,회사,52
8792,연말정산,입금,2
8793,연말정산,30일,1
8794,연말정산,22년,16
8795,입금,30일,2
8796,입금,22년,3
8797,4개월,출산휴가3개월,1
8798,4개월,회사,12
8799,급여,나라,22
8800,급여신청,28일,1
8801,급여신청,이후,5
8802,급여신청,상관,2
8803,다음달,28일,1
8804,다음달,이후,6
8805,다음달,회사,19
8806,28일,이후,5
8807,28일,상관,2
8808,28일,신청,9
8809,이후,상관,6
8810,고용보험,관련해,5
8811,고용보험,궁금한,5
8812,고용보험,급여신청,7
8813,육아휴직급여,관련해,2
8814,관련해,출산휴가급여,1
8815,관련해,신청,8
8816,관련해,궁금한,1
8817,관련해,급여신청,1
8818,관련해,회사,12
8819,관련해,시작,1
8820,출산휴가급여,궁금한,1
8821,출산휴가급여,급여신청,4
8822,출산휴가급여,시작,5
8823,궁금한,회사,26
8824,궁금한,시작,8
8825,연차,중간,10
8826,연차,문제,17
8827,연차,전화,9
8828,중간,나라,1
8829,중간,문제,6
8830,중간,출산휴가90,3
8831,중간,전화,2
8832,중간,담당자,2
8833,중간,생각,4
8834,중간,고용노동부,1
8835,중간,말,6
8836,나라,문제,1
8837,나라,담당자,1
8838,나라,고용노동부,2
8839,나라,말,8
8840,문제,출산휴가90,4
8841,문제,전화,9
8842,문제,담당자,5
8843,문제,고용노동부,4
8844,출산휴가90,전화,2
8845,출산휴가90,담당자,1
8846,출산휴가90,생각,2
8847,출산휴가90,고용노동부,1
8848,출산휴가90,말,5
8849,전화,담당자,10
8850,전화,1년,13
8851,전화,생각,13
8852,전화,말,17
8853,담당자,1년,8
8854,담당자,생각,6
8855,담당자,말,9
8856,1년,고용노동부,29
8857,생각,고용노동부,10
8858,출산휴가육아휴직,포함해서,4
8859,네이버,포함해서,1
8860,네이버,출산예정일,3
8861,포함해서,날짜,6
8862,포함해서,45일,3
8863,포함해서,계산,9
8864,포함해서,출산예정일,6
8865,사용,본인,8
8866,사용,사유,2
8867,본인,담당자,3
8868,본인,내용,2
8869,본인,사유,3
8870,본인,말,9
8871,본인,맘,2
8872,본인,상태,4
8873,담당자,내용,4
8874,담당자,사유,3
8875,담당자,맘,1
8876,담당자,상태,3
8877,한달,내용,5
8878,한달,사유,2
8879,한달,맘,5
8880,한달,상태,14
8881,내용,사유,1
8882,내용,맘,4
8883,내용,상태,2
8884,사유,말,8
8885,사유,맘,2
8886,사유,상태,3
8887,맘,상태,4
8888,150만원,기준,6
8889,150만원,금액,13
8890,기준,금액,11
8891,아기,그것,10
8892,아기,맞벌이,11
8893,아기,150만원,6
8894,아기,부부,13
8895,아기,휴직기간,3
8896,아기,최대,4
8897,걱정,그것,4
8898,걱정,마음,13
8899,걱정,맞벌이,6
8900,걱정,급여,15
8901,걱정,80,1
8902,걱정,150만원,1
8903,걱정,부부,6
8904,걱정,휴직기간,1
8905,걱정,최대,3
8906,그것,마음,4
8907,그것,맞벌이,1
8908,그것,80,2
8909,그것,150만원,2
8910,그것,부부,2
8911,그것,생각,14
8912,그것,가능,10
8913,그것,휴직기간,3
8914,그것,최대,1
8915,마음,맞벌이,5
8916,마음,급여,10
8917,마음,80,1
8918,마음,150만원,3
8919,마음,부부,3
8920,마음,휴직기간,2
8921,맞벌이,급여,7
8922,맞벌이,80,1
8923,맞벌이,150만원,1
8924,맞벌이,부부,9
8925,맞벌이,생각,9
8926,맞벌이,가능,9
8927,맞벌이,휴직기간,1
8928,맞벌이,최대,1
8929,급여,80,22
8930,급여,부부,13
8931,급여,휴직기간,7
8932,급여,최대,22
8933,80,150만원,13
8934,80,부부,2
8935,80,생각,3
8936,80,가능,2
8937,80,휴직기간,1
8938,80,최대,10
8939,150만원,부부,2
8940,150만원,생각,10
8941,150만원,가능,9
8942,150만원,휴직기간,1
8943,150만원,최대,16
8944,부부,생각,8
8945,부부,가능,9
8946,부부,휴직기간,1
8947,부부,최대,3
8948,생각,휴직기간,7
8949,생각,최대,8
8950,가능,휴직기간,6
8951,가능,최대,17
8952,휴직기간,최대,2
8953,주말,90일,13
8954,주말,2023년,5
8955,주말,근무,11
8956,날짜,16일,7
8957,날짜,2023년,18
8958,16일,2023년,8
8959,예정,2023년,43
8960,2023년,24년,7
8961,주말,포함해서,8
8962,돈,정보,1
8963,돈,실업급여,8
8964,돈,출산,25
8965,돈,계획,5
8966,나머지,조언,3
8967,나머지,계획,11
8968,정보,가능,6
8969,정보,조언,2
8970,정보,계획,3
8971,실업급여,조언,4
8972,실업급여,계획,2
8973,작성,아기,5
8974,작성,결재,1
8975,작성,공무원,5
8976,아기,결재,1
8977,결재,공무원,4
8978,적용,부모,6
8979,적용,출산전,3
8980,적용,12개월,10
8981,적용,경우,5
8982,적용,자녀,4
8983,적용,출산예정일,2
8984,부모,사용,7
8985,부모,출산전,1
8986,부모,12개월,6
8987,부모,경우,5
8988,부모,자녀,6
8989,부모,2개월,2
8990,부모,출산예정일,1
8991,사용,자녀,14
8992,출산전,12개월,4
8993,출산전,경우,4
8994,출산전,남편,6
8995,출산전,자녀,1
8996,12개월,자녀,4
8997,12개월,2개월,9
8998,경우,자녀,3
8999,경우,2개월,5
9000,남편,자녀,13
9001,남편,출산예정일,5
9002,자녀,2개월,1
9003,자녀,출산예정일,1
9004,7개월,사용,8
9005,7개월,11개월,2
9006,7개월,6개월,8
9007,7개월,얼마,1
9008,7개월,계획,3
9009,7개월,신청,5
9010,7개월,휴직기간,1
9011,7개월,12개월,2
9012,7개월,출산,15
9013,7개월,회사,13
9014,사용,11개월,17
9015,11개월,6개월,12
9016,11개월,얼마,1
9017,11개월,계획,6
9018,11개월,1개월,21
9019,11개월,신청,15
9020,11개월,휴직기간,1
9021,11개월,12개월,8
9022,11개월,출산,16
9023,11개월,회사,17
9024,얼마,계획,4
9025,얼마,1개월,1
9026,얼마,신청,3
9027,얼마,휴직기간,2
9028,얼마,출산,4
9029,얼마,회사,7
9030,계획,휴직기간,5
9031,계획,12개월,7
9032,1개월,휴직기간,2
9033,신청,휴직기간,7
9034,휴직기간,12개월,3
9035,휴직기간,출산,10
9036,급여,사용시,5
9037,복직,사용시,9
9038,육아휴직급여,사용시,3
9039,육아휴직급여,6개월,27
9040,고용보험,사용시,2
9041,사용시,6개월,7
9042,질문,산전육아휴직,9
9043,질문,상황,12
9044,질문,고용노동부,5
9045,질문,출휴,9
9046,질문,전환,5
9047,예정일,6개월,22
9048,예정일,기준,16
9049,예정일,급여,24
9050,예정일,월급,6
9051,예정일,금액,5
9052,예정일,고용노동부,7
9053,예정일,전환,6
9054,6개월,산전육아휴직,4
9055,6개월,월급,15
9056,6개월,상황,28
9057,6개월,고용노동부,24
9058,6개월,전환,5
9059,기준,산전육아휴직,12
9060,기준,고용노동부,8
9061,기준,출휴,5
9062,기준,전환,3
9063,급여,전환,5
9064,산전육아휴직,월급,6
9065,산전육아휴직,금액,6
9066,산전육아휴직,고용노동부,3
9067,산전육아휴직,출휴,5
9068,산전육아휴직,전환,5
9069,월급,출휴,5
9070,월급,전환,1
9071,상황,금액,8
9072,상황,전환,4
9073,금액,고용노동부,8
9074,금액,출휴,3
9075,금액,전환,1
9076,고용노동부,출휴,5
9077,고용노동부,전환,1
9078,회사,전환,12
9079,출휴,전환,4
9080,전환,근무,9
9081,복직,경력,8
9082,복직,작년,23
9083,승진,어린이집,3
9084,승진,연장,2
9085,승진,공무원,7
9086,승진,3년,3
9087,승진,한번,2
9088,승진,경력,1
9089,승진,가능,3
9090,승진,작년,2
9091,승진,두번,1
9092,승진,경우,2
9093,승진,최대,1
9094,어린이집,연장,19
9095,어린이집,3년,14
9096,어린이집,한번,6
9097,어린이집,경력,1
9098,어린이집,작년,5
9099,어린이집,두번,2
9100,어린이집,최대,3
9101,어린이집,계획,8
9102,연장,걱정,7
9103,연장,3년,9
9104,연장,경력,1
9105,연장,작년,6
9106,연장,두번,2
9107,연장,경우,6
9108,연장,최대,6
9109,연장,계획,5
9110,공무원,걱정,3
9111,공무원,한번,12
9112,공무원,경력,2
9113,공무원,두번,5
9114,공무원,최대,5
9115,걱정,3년,5
9116,걱정,한번,6
9117,걱정,경력,2
9118,걱정,작년,3
9119,걱정,두번,1
9120,걱정,경우,8
9121,둘째,경력,5
9122,둘째,작년,6
9123,둘째,경우,12
9124,3년,한번,5
9125,3년,경력,4
9126,3년,작년,2
9127,3년,경우,2
9128,3년,최대,5
9129,한번,경력,1
9130,한번,작년,8
9131,한번,경우,5
9132,한번,최대,5
9133,경력,가능,3
9134,경력,작년,3
9135,경력,두번,1
9136,경력,경우,3
9137,경력,최대,1
9138,경력,계획,2
9139,1년,작년,13
9140,1년,두번,9
9141,작년,두번,1
9142,작년,경우,5
9143,작년,최대,2
9144,두번,경우,2
9145,두번,최대,1
9146,경우,최대,1
9147,복직,임신중,9
9148,복직,단축근무,34
9149,복직,작성,13
9150,복직,그것,20
9151,복직,필요,15
9152,복직,방법,17
9153,복직,5개월,13
9154,임신중,31일,2
9155,임신중,단축근무,5
9156,임신중,작성,3
9157,임신중,그것,1
9158,임신중,눈치,1
9159,임신중,일주일,2
9160,임신중,기간,9
9161,임신중,내년,4
9162,임신중,필요,1
9163,임신중,상황,6
9164,임신중,뒤,3
9165,임신중,방법,2
9166,임신중,출산,10
9167,임신중,회사,26
9168,임신중,5개월,4
9169,임신중,자리,2
9170,임신중,도움,4
9171,임신중,확인,6
9172,31일,단축근무,4
9173,31일,작성,4
9174,31일,그것,3
9175,31일,눈치,1
9176,31일,일주일,2
9177,31일,필요,1
9178,31일,뒤,5
9179,31일,방법,3
9180,31일,출산,17
9181,31일,5개월,3
9182,31일,자리,2
9183,31일,확인,6
9184,단축근무,작성,3
9185,단축근무,그것,5
9186,단축근무,눈치,4
9187,단축근무,일주일,2
9188,단축근무,기간,11
9189,단축근무,필요,3
9190,단축근무,상황,9
9191,단축근무,뒤,2
9192,단축근무,방법,5
9193,단축근무,회사,44
9194,단축근무,5개월,2
9195,단축근무,자리,2
9196,단축근무,확인,1
9197,작성,그것,4
9198,작성,눈치,2
9199,작성,일주일,4
9200,작성,기간,15
9201,작성,내년,9
9202,작성,필요,5
9203,작성,상황,7
9204,작성,뒤,3
9205,작성,방법,4
9206,작성,5개월,1
9207,작성,자리,2
9208,작성,도움,5
9209,그것,눈치,2
9210,그것,일주일,3
9211,그것,기간,5
9212,그것,내년,7
9213,그것,필요,4
9214,그것,상황,7
9215,그것,뒤,2
9216,그것,방법,5
9217,그것,출산,14
9218,그것,5개월,1
9219,그것,자리,3
9220,그것,도움,2
9221,그것,확인,4
9222,눈치,일주일,1
9223,눈치,내년,5
9224,눈치,필요,2
9225,눈치,뒤,4
9226,눈치,출산,7
9227,눈치,5개월,1
9228,눈치,자리,3
9229,눈치,도움,3
9230,눈치,확인,1
9231,일주일,기간,4
9232,일주일,내년,5
9233,일주일,필요,5
9234,일주일,상황,2
9235,일주일,뒤,1
9236,일주일,방법,1
9237,일주일,회사,9
9238,일주일,5개월,1
9239,일주일,자리,2
9240,일주일,도움,2
9241,일주일,확인,2
9242,기간,뒤,22
9243,기간,자리,7
9244,내년,필요,11
9245,내년,뒤,10
9246,내년,방법,9
9247,내년,5개월,3
9248,필요,상황,17
9249,필요,뒤,5
9250,필요,방법,6
9251,필요,5개월,2
9252,필요,자리,6
9253,필요,도움,8
9254,필요,확인,9
9255,상황,5개월,4
9256,상황,자리,11
9257,뒤,방법,5
9258,뒤,5개월,1
9259,뒤,자리,4
9260,뒤,도움,5
9261,뒤,확인,8
9262,방법,5개월,1
9263,방법,자리,2
9264,방법,도움,9
9265,방법,확인,8
9266,출산,5개월,9
9267,5개월,자리,2
9268,5개월,도움,2
9269,5개월,확인,3
9270,자리,도움,4
9271,자리,확인,4
9272,도움,확인,7
9273,경험,육아휴직기간,3
9274,경험,아이,10
9275,경험,어디,2
9276,경험,공무원,7
9277,육아휴직기간,아이,5
9278,육아휴직기간,어디,2
9279,육아휴직기간,공무원,6
9280,아이,어디,4
9281,아이,공무원,18
9282,어디,공무원,6
9283,출산후,10개월,2
9284,출산후,1개월,3
9285,출산후,2개월,4
9286,10개월,1개월,4
9287,10개월,한번,6
9288,한번,2개월,7
9289,임신중,사용,17
9290,임신중,제출,5
9291,임신중,문의,3
9292,임신중,출산전,7
9293,임신중,이후,5
9294,임신중,서류,5
9295,임신중,답변,5
9296,임신중,2개월,4
9297,임신중,출산휴가육아휴직,1
9298,임신중,1개월,3
9299,임신중,출하,2
9300,임신중,고용노동부,4
9301,임신중,시작,4
9302,사용,출하,6
9303,제출,2개월,4
9304,문의,출산전,7
9305,문의,이후,6
9306,문의,서류,10
9307,문의,답변,15
9308,문의,2개월,4
9309,문의,1개월,5
9310,문의,출하,1
9311,문의,고용노동부,10
9312,출산전,답변,6
9313,출산전,출산휴가육아휴직,8
9314,출산전,출하,3
9315,출산전,고용노동부,4
9316,출산전,시작,7
9317,이후,답변,14
9318,이후,출하,1
9319,이후,고용노동부,8
9320,서류,2개월,5
9321,서류,출하,9
9322,서류,시작,12
9323,답변,2개월,7
9324,답변,1개월,8
9325,답변,출하,2
9326,답변,고용노동부,16
9327,2개월,출산휴가육아휴직,5
9328,2개월,출하,3
9329,2개월,고용노동부,5
9330,2개월,시작,7
9331,출산휴가육아휴직,1개월,5
9332,출산휴가육아휴직,출하,3
9333,1개월,출하,1
9334,출하,시작,2
9335,3개월,31일,9
9336,3개월,복잡,5
9337,3개월,산후,9
9338,3개월,법,13
9339,사용,복잡,7
9340,날짜,복잡,3
9341,날짜,산후,11
9342,31일,복잡,2
9343,31일,산후,3
9344,31일,신청,25
9345,31일,종료,1
9346,31일,법,2
9347,31일,처음,5
9348,31일,시작,9
9349,출산예정일,복잡,7
9350,복잡,산후,2
9351,복잡,신청,11
9352,복잡,종료,3
9353,복잡,법,1
9354,복잡,처음,4
9355,복잡,출산,9
9356,복잡,시작,5
9357,산후,종료,3
9358,산후,법,3
9359,산후,처음,5
9360,산후,출산,25
9361,산후,시작,9
9362,종료,처음,3
9363,종료,출산,15
9364,법,처음,5
9365,법,시작,1
9366,처음,시작,9
9367,제출,90일,17
9368,제출,9개월,1
9369,제출,종료,7
9370,제출,계산,16
9371,제출,도움,7
9372,날짜,9개월,6
9373,90일,9개월,12
9374,기간,9개월,8
9375,9개월,종료,2
9376,9개월,시작,9
9377,9개월,계산,10
9378,9개월,도움,5
9379,종료,도움,5
9380,복직,초,17
9381,복직,4개월,10
9382,사용,중순,23
9383,사용,4개월,14
9384,6개월,출산예정일,18
9385,6개월,초,9
9386,출산예정일,복직한지,1
9387,출산예정일,중순,6
9388,출산예정일,한달,22
9389,출산예정일,사후지급금,2
9390,출산예정일,4개월,4
9391,둘째,복직한지,1
9392,둘째,4개월,5
9393,시작,복직한지,1
9394,시작,중순,5
9395,시작,초,4
9396,시작,사후지급금,4
9397,시작,4개월,1
9398,시작,첫째,10
9399,복직한지,중순,1
9400,복직한지,초,1
9401,복직한지,한달,1
9402,복직한지,사후지급금,6
9403,복직한지,4개월,3
9404,복직한지,첫째,1
9405,복직한지,출산,2
9406,복직한지,근무,1
9407,중순,초,3
9408,중순,한달,12
9409,중순,사후지급금,3
9410,중순,4개월,2
9411,중순,출산,22
9412,초,한달,3
9413,초,4개월,1
9414,초,근무,7
9415,한달,4개월,2
9416,사후지급금,4개월,3
9417,사후지급금,출산,16
9418,4개월,첫째,4
9419,4개월,출산,11
9420,4개월,근무,4
9421,급여,1달,7
9422,휴직기간,1달,2
9423,휴직기간,제출,2
9424,1달,제출,3
9425,1년,23년,60
9426,1년,24년,34
9427,작성,댓글,2
9428,사용,15개,15
9429,날짜,소진,17
