title,detail
몇주차 까지 일하셨나요??,"출산휴가나 육아휴직전
몇주차까지 일하셧나요????
정말 맥시멈햇다!하신분들 알려주세용"
육아휴직급여 첫신청 한번만 봐주세요ㅠㅠ,"처음으로 신청하려고 하는데요.. 마지막 첨부파일에서 헷갈려서요!!
사업주 서류(육아휴직확인서) 제출일은 이미 된거 같은데요,
아래에 첨부파일에 또 추가로 제가 육아휴직 확인서 및 근로계약서 등등 보내야 하나요??)
만약 등록해야한다면 회사에 요청해야하나요?"
회사에 어떻게 말 해야 할까요..,"일 시작한지 이제 3개월 정도 됐어요
이번주에 임테기 2줄 나와서 주말에 병원 가보기로 했어요
어차피 일 시작한지 얼마 안돼서 육아휴직도 안 될테고..
유치원이라 내년 2월까지는 책임지고 다녀야 할 것 같은데
뭐라고 이야기 해야 잘 말씀드릴 수 있을까요.."
육아휴직급여 들어왔나용?,"4/2 신청했는데 아직이네요...
첫달이 이렇게 늦는건지
다들 급여 입금되었나요??"
공무원 육아휴직 급여 아시는분??,"4월 15일까지 출산휴가 쓰고
25년 4월 16일부터 내년 4월 15일 까지 육아휴직인데요
지금 7급 8호봉인데 왜 88만5천원만 나왓을까요,,??
급여 잘아시는분 계실까용??ㅠ"
워킹맘 요즘 고비네요ㅠㅠ,"큰애초1 둘찌5살
남편 현재 육휴중
근데도 너무 힘들어요ㅜㅜ
연차/무급휴가 한달에 두번은 쉬고
중간 중간 힘든날 반차,반반차도 쓰구요~
대신 주말도 돈벌려고 한달 두번정도 나가고
보통 10시간 근무해요~~
요즘 일하기도 너무 싫고 살은 계속찌고ㅜㅜ
아침마다 수영도 다니는데 체력도 안늘고
몸은 무겁고 매일 매일이 버티기네요ㅜㅜ
다들 어떻게 힘내고 있으신가요?ㅜㅜ"
"육아휴직 궁금해요,!!","육아휴직을 쓰려고 합니다.
완전 무지한 상태인데
육휴1년썼을시
제가 꼼꼼히 확인 해야할 사항들이
뭐가있을까요?
예) 1. 육휴쓴1년동안 회사에서 4대보험 꾸준히 내고있는지
2. 퇴직금은 쌓여가고있는지 등등...
또뭐가있을까요...ㅠㅠ"
육아휴직 1년 (급여높음) vs. 육아휴직 3년(급여낮음) 골라주세요 ㅠㅠ,"안녕하세요!!
이직을 앞두고 있는 30대 중반 여자에요 ㅠㅠ
곧 시험관을 통해 아기를 가질 계획인데 그 전에 이직을 하려고 합니다
지금 확정된 2곳이 아래와 같은데 어디를 골라야할지 모르겠어요 ㅠ
연봉은 천만원 차이나고, 다른 조건은 같습니다!!
1. 육아휴직 1년 + 연봉 천만원 높음
2. 육아휴직 3년 + 연봉 천만원 낮음
아이는 둘 예정이라서 2번에 가게 되면 6년 휴직이라 메리트 있어보이고
저는 일하는 거보다 아이돌보고 싶어서 2번이 더 끌리기는 하지만
우선 제가 육아를 안해봐서 이렇게 말하는 것일수도 있고
경제적인 부담도 무시 못할거 같아요 ㅠㅠ 만약 2번을 하더라도 외벌이로 버티기야 하겠지만
아이에게 풍족하게는 못해줄 것 같아요
워킹맘 분들의 의견 많이 나눠주시면 정말 감사하겠습니다...ㅠㅠ"
육아휴직 쓰셨나용,다들 육아휴직 자유롭게 쓰셨나요 ~? ㅠㅠ
육아휴직+실업급여 받고 있고 다시 취업하려고하는데요,"아기는 어린이집 다니고있어요
실업급여 다 받기전에 일하시겠어요?
아님 실업급여 다 받고 일 하시겠나요ㅠㅠ??
지금 시간적으로 어린이집 보내놓고 여유로운건 맞는데....
실업급여 다 받기전에 취직하면 너무 아까운거같아서요ㅠ
+남편도 육아휴직 중이에요!!"
쌍둥이 육아휴직 계산 도와주세용 ㅠㅜ,"지금 둥이 임신중이고
산전 육아휴직이랑 출산휴가 산후육아했을때 이렇게 계산하는게 맞는지 확인 부탁드려되될까요? ㅠㅜ
회사에서도 그냥 알겠다고만하고 맞는지 아니니지를 안알려주셔서요 ㅠㅜ
25년5월7일 ~ 25년8월6일 (산전 육아휴직 3개월)25년8월7일 ~ 25년12월4일 (출산휴가 120일)8월29일 출산 예정25년12월5일 ~ 27년10월1일 (산후 육아휴직 21개월)"
일주일 뒤..복직,"일주일 뒤…복직을 앞두고 있어요!
지금 첫째는 14개월이고 둘째는 뱃속에 10주입니다..
지금도 너무 피곤한데..복직하고나면 너무 힘들까봐 걱정이에요…흑 ㅠ 악몽도 꾸고 그러네용 ㅠㅠㅠ
연년생으로 임신하고 복직한 어머니들 ㅠㅠ 생활 어떠세요? 안힘드신가요 ㅠㅠ 얼마나 힘들지 걱정스러워요…"
산전육아휴직 꼭 1개월 단위로 써야 온전히 수당을 다 받을 수 있나요?,"컨디션 난조로 10주차부터 산전육휴에 들어가려고 하는데요
찾아보니 무조건 1개월 단위로 육아휴직을 써야된다는 글이 있더라고요.
아래 표처럼 165일, 200일로 쪼개서 육아휴직을 써도
수당을 온전히 받을 수 있을까요?
혹시 저렇게 하면 165일 중 15일치는 수당을 못받거나 하는지요...?
(사기업입니다)
시작일
종료일
기간 (day)
출산 전 육아휴직
2025-05-09
2025-10-20
165
출산 전 휴가
2025-10-21
2025-11-19
30
출산 후 휴가
2025-11-20
2026-01-18
60
출산 후 육아휴직
2026-01-19
2026-08-06
200"
단축근무 근무시간,육아휴직후 단축근무 수당 궁금합니다
육아휴직 후 단축근무시 급여 질문드립니다,"저희회사 같은 경우는 단축근무를 3시간부터 7시간까지할수잇는데... 쌍둥이를 키우고 잇어서 3시간해여할거같아요ㅠㅠㅠ아직도 얼집 적응못한 아가들도잇고 ㅠ제가 등하원을 시켜야하는 상황이에여ㅠ
혹시 육아휴직 단축근무시 정부보조급은 3시간일경우랑 4시간의 경우가 반비례인가요???
3시간을 하면 단축근무 4시간보다 지원금이 더 많이 나오긴하더라고요..."
선매맘님들 육아기단축근로 언제쓰셨나요,"안녕하세요
14개월 아기를 키우고 있습니다
이제 다음달부터 복직이라
육아기 단축근로를 사용하려고했는데
저는 사용할 수 있는 기간이 1년 이더라구요 ㅠㅠ
아이가 어린이집,선생님들괴 익숙해지는데
한달정도 걸렸어요
삼주차까지 매일 교실안에서 한시간 정도
같이 있었고 지금도 교실들어갈때는 저랑 들어가요 ㅠㅠ
어린이집 선생님은 아직 아이가 어리니
단축근로가 가능하시면
조금 빨리가는게 좋지않겠냐고 하시는데
지금 몇개월이라도 쓸지
초등학교 1학년 때를 위해 남겨둘지 너무 고민됩니다
선배맘님들이라면 어떻게 하실거 같나요"
임신 중 육아휴직사용,"24.3월부터 근무한 직장에서 둘째 임신하게 되어 육아휴직 및 출산휴가 사용하려고 합니다
첫째때 출혈이슈로 3개월 육아휴직 썼었는데요
요새 육아휴직 금액이 많이 오른것 같더라구요 총 몇개월까지 쓸수 있을 지 몰라서...
25.07.01-25.08.31 둘째 산전 육아휴직
25.09.01- 출산휴가
출산휴가 끝나는 날부터 둘째 산후 육아휴직
이렇게도 가능할까요??
첫째 육휴가 남아있는 상태에서 둘째 산전 육휴를 먼저 쓸 수 있는지 궁금해요~"
본인만 챙기면 된다는 이기적인 생각,"제 출휴+육휴기간 1년 3개월
그간 첫번 째 육아휴직 대체자분은 5개월 가량 하고 퇴사
그리고 두번 째 육아휴직 대체 근무자분이 들어오셨는데
1개월 차 임신소식 알림
3개월차까지 단축근무 사용
6개월차까지 휴게실에서 누워지냄
남초 회사이기도 하고 임산부라 다들 이해하고 넘어갔다고 함
6개월 채우자마자 첫째 때 못쓴 육휴를 써야겠다며 남은 계약기간 내내 육휴 사용
뭐 그 뒤로 개월수가 어떻게 되었는지는 모르지만
그 뒤로 출산휴가도 붙이고
육아인가 임신으로 인한 계약종료라며 실업급여까지 알뜰하게 회사 재촉해서 받아갔다고
인사부 갈 때마다 하소연 들음
남은 기간이 애매해서
사람도 더 못 뽑고 부서원들끼리 버티고 버티다
휴직 중이던 저에게 SOS 침 (채용절차 복잡)
덕분에 저도 예정보다 조금 더 빨리 복직했고
제 피해는 감당 할 정도 였지만
그분 덕분에 그 뒤로 회사 전체에서
여자 10명 뽑을 거 거르고 걸러서 3명 뽑아요.
물론 축하해줘야할 일은 맞지만
본인만 챙기려고 하는 모습에
같은 여자들이 취업할 문턱이 더더욱 좁아지고 있는 것 같아 조금 씁쓸합니다.
글 보면 비슷한 생각을 가지신 분들이 가끔 있는 것 같아요. 왜 서로 팀킬하는걸까요."
육아휴직 급여 신청방법 궁금한게있어요! (6+6부모육아휴직제),"안녕하세요!
출산휴가 3개월이 어느새 끝나고 이제 육아휴직 급여신청을 하려고 하는데요
처음 신청하려고 들어가보니 출산휴가 때랑은 또 다르게
선택하는 항목이 많아서 궁금한게 생겨서 질문드려요ㅠㅠ
신랑이 3월부터 5월까지 3개월동안 저랑 같이 육아휴직을 썼어요. 아이는 아직 백일 안됐구요
휴직기간 신랑 25.03.01~2025.05.31
저 25.03.17~26.03.16
이럴경우 저희 부부가 6+6부모육아휴직제 추가지급분을 받을 수 있나요?
아니면 부부가 휴직 기간이 겹치는 경우 추가지급분을 받을수가 없는건가요?
신랑은 소방공무원으로 고용24시에서 저처럼 급여신청을 따로 안해서
추가지급분 받을수 있는게 맞다면 제가 제꺼 신청할때 신랑계좌 기재해서 신청해서 받을수 있다고 알고있거든요
맞다면 급여신청할때 제가 두번째 육아휴직자라고 선택해야 하나요?
아시는 분 답변좀 부탁드립니다ㅠㅠ!"
잘 할 수 있겠죠...?,"올해 1월생 아가고 12월 말 복직이어서 9-10월 중 어린이집을 등원시키려고 계획을 하고 있었어요
근데 남편이 육아휴직을 사용할 수 있대서 6개월(1년 다 쓰면 육아기 단축근로 쓰기 눈치보여서!!!)을 10월부터 사용하기로 했고 10, 11, 12, 1, 2, 3 이렇게 사용하게 될 거 같어요
근데 고민인 건 제가 이직을 생각하고 있어요 이직을 생각하는 지역이 자차로 편도 40분 거리가 되는 데 남편은 그거보다 훨씬 멀어요 ㅠ 1시간 20분...어린이집 가면 아가가 1년은 아프다고 하는데 3월 부터 보내게 되면 아가가 아플 때 저나 남편이 빠르게 아기에게 가지를 못 하는 게 너무 신경 쓰이더라구요
그래서 9-10월 중에 어린이집 입소를 고대로 하고 아기가 아플 때는 남편이 적극적으로 할 수 있는 이때 보내려고 하는데... 맞는 거 겠죠...? 잘 할 수 있겠죠...?
육아는 장기전이라고 둘째 계획도 있는데 현재 있는 직장이 임산부한테 별에별거를 다 시켜서... 스트레스로 배가 수시로 뭉치고(산전육휴 하고서는 사라짐) 자궁경부 길이 이슈도 있었어요ㅠㅠㅠ
인수인계도 따로 안해도 되고 이직한 직장도 어느정도 다닌 후 임신을 계획하려고 하는 건데 아가한테 너무 미안해요 ㅠ"
육아휴직시 퇴직금 받는거 질문이요,"다음달 육아휴직 앞두고있어요.
육아휴직 후 6개월 일해야 퇴직금 받을 수 있다는데 맞는 말인가요???
아무리 검색해도 그런내용은 안나오는데
복직할지 퇴사할지는 그 때 가 봐야 아는 건데
이런 얘기를 하는거 보면 협박인건지..싶어서요!
정말 여자로써
임신하고 직장다니는건 항상 좋게 끝나지 않는 것 같네요."
육아휴직기간이요!,"산전육아휴직 4개월사용후 출산휴가 사용하려고하는데
네이버 날짜계산기로 계산하니까 6월1일기준 4개월 후는 9월 28일로 나오더라구요!
6월1일부터 9월 30일까지가 맞는건가요 28일까지가 맞는건가요ㅜ"
출산휴가 육아휴직 좀더 일찍 쓸수 잇나요?,11.21 예정일인데 9월엔 쓰고싶은데 가능할까요???
육아휴직,"육아휴직
육아휴직은 보통 언제 말씀드리고 사용해야 하는 건가요?
보통 육아휴직 말씀드릴 때 눈치 많이 보이나요?"
공무원 육아휴직 시작일자 문의,"올해 육아휴직을 하려고 하는데요
7~8월중 생각하고 있는데 1일자로 시작날짜를 맞춰서 육휴를 시작하는게 나은지 중간에 들어가는것도 괜찮은지 궁금해요
육아휴직을 처음 쓰는거라 뭐가 유리한건지 모르겠어요..
혹시 아시는분 알려주세요~!"
워킹맘 둘째 임신 12주차 남편 육아휴직써도 첫째 어린이집 연장반 계속 할 수 있나요?,"복직한지 5개월만에 둘째 임신해서 지금 12주차가 됐습니다..!
일하면서 아이케어하고 집안일하고 하니 너무 피곤하더라구요ㅠㅠㅠ
그래서 남편이 첫째때 못쓴 육아휴직을 여름부터 쓰려고 생각중에 있습니다..!
지금은 맞벌이라 첫째가 어린이집 연장반으로 하고 있는데,
남편이 육아휴직에 들어가면 연장반 자격이 안되는건지가 궁금해서요..!
다른분들 보니 임산부는 포함된다, 둘째낳으면 다자녀라서 해당된다고 하시는데
지금 제상황과 똑같은 경우는 없는 것 같아서 한번 질문드려봅니다^^
아시는 선배맘들 댓글 부탁드려요~ㅎㅎ"
나홀로 육아.. 현실적인 방안 좀 알려주세요.,"아이는 어린이집 다니고 있는 21개월 1명이구요.
현재는 남편이 육아휴직 중이고, 저는 복직하여 출근 중이에요.
내년 초 (아기가 28개월쯤 되겠네요)
남편이 복직하면 업무 특성상 [ 4~6개월 해외 근무 - 2~3개월 휴가 ] 를 반복하게 됩니다.
한마디로 저와 아이만 지내게 되는건데요.
부모님 도움은 받을수 없는 형편이에요.
많이들 힘들어 하는, ""아기 아플때""는 생각도 못하겠고요.
당장에 등원, 하원 세팅을 어떻게 하는 것이 좋을까요?
1. 등하원 시터님 구하기
- 등원 돌봄샘 / 하원 돌봄샘 따로 구해야 하나요?
- 아니면 한 분께서 아침 저녁으로 가능한 분이 있을까요?
- 그리고 시터님 구할 플랫폼 같은 것은 어떤가요? 주변 수소문이 좋을까요?
- 등원 시터님만 구하고 하원은 18시 칼퇴하여 제가 하는게 어떨까도 생각해보았는데
출장, 피치못할 회식 등이 종종 있어서 하원 시터도 그냥 세팅하는게 좋을 것 같아서요.
2. 갑작스러운 상황에 대한 준비
- 출장 (당일 국내 출장이 잦아요) 중에 아이가 아프거나 할때 눈앞이 깜깜할 것 같은데,
알아두어야 할 활용 시스템이 있나요?
- 그런거 없다면 제가 현실적으로 준비할 것이 뭐가 있을까요? 목적성을 갖고 이웃사촌 만들기라도 해야할지 ㅜㅜ
두서없는 질문이지만 비슷한 상황이었던 분들의 작은 조언이라도 부탁드립니다. 감사합니다."
육아휴직 언제쯤,"산전 육아휴직 들어갈려고하는데 다들 왜 막달까지 안다니냐고 이야기하네요
저는 지금아니면 쉴수있을시간이 없을꺼같아서 좀 빨리들어가려고하는데... 다들 막달까지 일하라고
제가 이상한건가요...? 출산 2개월 전에 들어갈려고하는데 왜 다들 그렇게 말리시는지 모르겠어요 ㅜㅜ"
6+6육아휴직급여 잘 아실까요?,24년은 112만5천원으로 받아서 머리가 안 굴러갑니다ㅜㅜ
7월초출산예정인데 출산휴가 기간 함봐주세여 ㅠㅠ,"연차가 6.5개 남아서 먼저소진하고 아래처럼 쓸까하는데 계산이 맞을까여??
출산휴가에서 육아휴직 넘어갈때 주말 일요일 하루 껴잇어서 5/15부터 연차쓰든 5/16 부터 연차쓰든복귀날이 똑같은 거같아서 ㅋㅋ 5/15 반차로 할까하는데 괜찮겟져 ㅋㅋ
1.반차, 연차휴가 (6.5일) :
2025.05.15~2025.05.23
2.출산전후 휴가 (90일)
2025.05.26~2025.08.23
3.육아휴직 (365일)
2025.08.25~2026.08.24"
출산휴가&육아휴직 기간 확인해주세요!!ㅠㅠ,"7월20일 예정일입니다!!
제가 궁금한건 날짜계산과 수당여부입니다! 꼭 참견해주세용!!ㅠ
7월 1일 ~ 9월 28일 (출산휴가 90일) -7월 정근수당 여부
9월 29일 ~ 10월 20일 (연차소진 11일 / 10월초에 빨간날은 빼고 계산되는게 맞는거죠?) - 10월 6일 추석수당 여부
10월 21일 ~ 2026년 9월 20일 (육아휴직 11개월) - 9월 25일 추석수당 여부"
육아휴직,입사 일년 안됐는데 육아휴직 쓰신분 계실까요!! 입사하고 7개월만 넘으면 쓸수있다곤 하던데 일찍쓰신분 계신가하구 여쭤봅니당
육아기 단축근무 중 연차 발생일 기준?,"안녕하세요
입사일 22.2.20
육아휴직 끝난일 25.1.23
연차발생일 기준을 입사일로 하나요 아님 육아휴직 끝난일 다음날로 부터 1년동안 발생하는걸로 하나요?
혹시 아시는분있으실까요? ㅠㅠ"
육아휴직 질문,"1. 휴직 기간은 퇴직금에 포함되나요??
2. 휴직 기간 중에 퇴사 가능한가요??
3. 예정된 휴직 기간보다 좀 더 앞당겨서 복직 가능할까요
지금 장말 그만두지 않으면내가 죽겠다 깊은 상황이에요.
출퇴근도 왕복 3시간 이상이고 일하면서 손 작업할 게 많아서 엄지 손가락 관절이 너덜너덜 해진 것 같고
기관장은 사람 없다면서 모든 민원 업무는 저에게만 맡겨서 가만히 있다가도 눈물이 날 정도로 너무 힘들어요
욕 먹겠지만 그냥 짧게 6개월 육아 휴직하고 들어가려고 하는데 육아휴직 기간 중 혹시 이직이 되었을 때 퇴사가 가능한지 모르겠어요.
육아휴직했을 때 조기 복직하려고 하는 것도 회사에서는 대체자와 계약한 기간이 있기 때문에 안된다고 했었거든요
혹시 가능한지 아시는분 답변 부탁드려요"
맞벌이로 조부모 도움 없이 두자녀 계획?,"지금 회사가 너무 힘들어서 이럴거면 차라리 둘째 갖는건 아떨지 남편이랑 고민하도 있오요.
둘다 둘째를 생각하지만 경제적으러도 맞벌이 상황에도 버거울 것 같단 생각이 있는데 혹시 두자녀 키우면서 맞벌이로 조부보 도움없이 키우신 분 계신 가요??"
첫째 육휴 중 둘째가 생겼는데 육아휴직 연장,"안녕하세요~
현재 첫째 육휴 중 축복처럼 둘찌가 생겨 복직없이 육휴 연장을 생각하고 있는 맘입니다,,
법적으로 육휴 연장이 가능하다고는 하지만 제가 다니고 있는 회사 규모가 중소기업이고 육휴 연장 사례가 없다보니 회사측에서 거절할 수도 있는 상황인데요 ㅠㅠㅠ
혹시나 저같은 사례를 경험하신 분이 계시다면 소중한 조언 부탁드립니당 ㅠㅠㅠ
1. 회사에서 둘찌 육휴 연장 거절시 실업급여 수급이 가능할까요?
2. 육휴 연장을 회사에 알릴 때 팀장님>인사팀 순서로 알려야할까요? (사실 팀장님이랑 사이가 좋진 않아서 인사팀에 바로 알리고 싶은 마음 입니다,,)
긴 글 읽어주셔서 감사해요오!! ㅠ"
육아휴직하면 연차 차감되나요??,"지금 공무원으로 재직 중인데
올해 받은 연차가 16개고 15개 정도가 남아있어요~
만약 올해 7월에 육아휴직을 들어가게되면
근무 월수에 따라 연차 갯수가 차감되게 되는건가요?
아님 남은 연차 모두 사용할 수 있는건가요
궁금하네요~"
육아휴직 급여 신청 관련해서 궁금한게 있어요,"산전육아휴직 들어간지 딱 한 달 되는 날이라 급여 신청해야 하는데 첨부해야 하는 필요한 서류들이 있더라구요? 여기서 헷갈리는 부분이 있어서요
1. 고용24 들어가서 확인해 보니 육아휴직 확인서는 등록이 되어있는 상태라 제가 따로 첨부파일 등록 안 해도 되는 건가요?
2. 근로계약서 또는 급여명세서 첨부를 해야하는데 급여명세서 첨부시 직전 달(3월) 명세서 부분만 첨부하면 되는
건가요?
시원하게 답변해주실 분 계신가요ㅠㅠ 아무리 검색해서 찾아봐도 헷갈리네요"
육아휴직 기간 계산 관련,"안녕하세요! 이제 막 임신 16주차가 된 산모입니다.
회사에서 스트레스를 받다가 고민 끝에 산전휴직을 시작하려고 하는데요.
이렇게 저렇게 계산해봤는데
자꾸 종료일이 달라져서요...
25/5/19부터 산전휴직을 시작해서 출산 휴가를 포함해 1년 6개월 휴직하려고 합니다. 1년 유급+1년 무급 총 2년 육아휴직 가능한데, 3개월 무급으로 사용하려고요!
바쁘시겠지만 육아휴직 기간에 대해 잘 아시는 분이 있다면 고견 부탁드립니다ㅠ
감사합니다."
공무원 출산휴가 등,"안녕하세요. 7월 말 용띠맘 예정입니다.
제가 공무원인데... 저희 정기 인사가 7월이라 7.1.자로 들어가려고 합니다.
다만 궁금한 점이.. 출산휴가는 말 그대로 휴가라고 하던데요.
그럼 7.1~ 10일간 연가 사용
그 이후 출산휴가 및 육아휴직 이런식으로도 사용이 가능할까요???
10월달 추석 상여금을 받으려면 그 기간이 출산휴가 중이라 가능할 것 같아서요.
예정일은 7월 말인데.. 제왕절개할거라 아가는 7월 중순에 낳을 것 같습니다.
복무 규정을 봐도 자세하게 안나와있어서 여기 여쭤봐요!"
육아휴직 6개월 연장,"23년에 엄마 9개월,아빠 3개월 육아휴직을
사용하였습니다
부모 둘다 3개월이상 육아휴직 사용하였으니
남은 육아휴직 기간에서
엄마,아빠 각각 6개월 추가되는것이 맞을까요?"
출산전후휴가 및 육아휴직기간 도와주세용,"예정일이 9월1일입니다
네이버 계산기로했는데..사용일수에 따른 날짜계산이 맞는지 봐주실분 도와주세용ㅜㅜ!"
육아휴직통보후 바로쓸수있나요??,출휴사용 복직했는데 도저히안되겠어서 육휴쓰겠다말씀드렸는데 법적으로 최소 언제까지근무해야된다는 그런게 있을까요 ?
육아휴직,"예정일이 9월 13일인데 일은 6월까지 하기로했어요
출산휴가는 안써도 되는데 바로 육아휴직이 가능한가요? 출산휴가 1달은 45일이 넘어서 안되는거죠??"
"출산휴가, 육아휴직 신청하는방법..","안녕하세요 얼마전에 말도안되는 휴직기간으로 속상하다고 글쓰고 사장님이랑 잘 말해서 출산휴가, 육아휴직 다 받아낸사람입니다!
초산이고요 출산예정일은 9월27일입니다.
남자직원 다수
여자직원은 저와 나이가 좀 있으신 분 총 2명입니다
출산휴가, 육아휴직은 제가 처음이라 저도 잘 알아보고 회사에도 알려줄 겸 더욱 당당하게 요구하려고요
네이버에 찾아봐도 어렵더라고요..
이런경우 고용노동부와 상담이 가능한건가요?
저와 비슷하신분들 있으신가요ㅠㅠ 자세히 알려주시면 정말 감사하겠습니다ㅠㅠ"
육아휴직시 받는 금액 궁금하네요,"예를 들어 기본금이랑 제가 직업상 주말 오전 당직이 있는데
기본금(200) + 당직고정비용(10만) = 210만원이 책정되서 받고 있다면
육아 휴직시 받을수 있는 금액이 얼마인가요??
210만원 받는건가요...??
잘 아시는분 답변 부탁 드립니다~
감사합니다~ :)"
회사 복귀 고민,"5개월 쌍둥이를 키우고 있는 엄마입니다.
요즘 참 고민이 많아요
쌍둥이를 키우고 있기 때문에 2년이란 휴직이 가능한데요.
경력단절도 맘에 걸리고
남편이 외벌이라 힘들어하는 것 같기도 해서요.
아기가 태어나면 2년동안은 엄마인 내가 키워야지라고 했던 다짐이 무너지고 있어요
다들 복귀시점이 어떻게 되시나요?
2년동안 육아휴직을 쓰실 수 있다면 2년을 다 쓰시겠어요?
아니면 1년 쓰고 복귀를 하시겠어요?"
"출산예정월 11월, 내년초 복직예정.. 제왕절개 수술 의료비 지원 회사에서 못받겠죠?ㅠ","올해 11월 출산 예정이고 10,11,12월 출산휴가, 내년 초 복직 예정인데요
보통 연말에 출산하신 분들(육아휴직까지 쓰시는 분)은 제왕절개 수술비 신청 안하시나요?
보통 신청이 그 해까지 받고 12월 발생분은 다음해 1월까지 신청할 수 있는데 11월 수술이다보니 애매하네요ㅜ"
계약종료 육아휴직 출산휴가사용,"계약이 곧 종료되는데 육아휴직과 출산휴가 사용을 못하게 되었네요 ㅠㅠ
그대신 계약만료로 실업급여 신청은 해주신다고하는데
회사에 사정을 얘기해서 육아휴직이나 출산휴가 신청할 수 있는
방법이 없을까요 ㅠ_ㅠ
회사입장에선 들어주지않을것같긴한데 혹시 회사에서 계약만료인데
육아휴직과 출산휴가 받으신분 있으신가요 ㅠㅠ
노무사 상담을 해야할지 모르겠네요 ㅠㅠㅠㅠ"
저희 회사만그런가요...,"저희 회사 인사팀 진짜... 출휴, 육아휴직 들어가는 사람들을 어떻게 관리해왔는지 모르겠는데 주먹구구식으로 해온 것 같더라구요? ㅠㅠ 그래서 임신했을때도 검진휴가, 단축근무 등등 아무말도 안해주고 손놓고 가만히 있는거에요;; 그래서 제가 알아서 다 알아봐서 했거든여? 근데 이제 저도 출휴 들어가게되는데 어떤서류 필요하니까 그거 하면된다, 육휴들어가면 이거하면된다 라는 그런 절차를 안내를 1도 안해주네요.. 어디서 어떻게 해야하는걸까요 저는.. 막막하네요"
출산전후휴가ㆍ육아휴직 등 근로자의 모성 보호 및 일ㆍ가정 양립 지원에 관한 사항,"출산전후휴가ㆍ육아휴직 등 근로자의 모성 보호 및 일ㆍ가정 양립 지원에 관한 사항
1. 육아시간 : 생후 1년 미만 유아 가진 사람 유급 수유시간 1일 2회 각각 30분 이상 유급수유 시간 부여 가능
2. 육아기 근로시간단축 : 1년가능, 주당 15시간 이상, 35시간 넘으면 안됨.
3. 모자보호 : 임신 12주 이내 또는 32주 이후에 있는 직원 근로시간 6시간으로 단축
4. 육아휴직 : 만 8세이하 또는 초등학교 2학년 이하의 자녀를 양육하지 위해 1년 6개월 휴직가능. (3개월 이상 육아휴직을 각각 사용한 부, 모인 경우), 근로자는 육아휴직을 3회에 한정하여 나누어 사용할 수 있음.
5. 출산전후휴가 : 임신 중의 여성에게 출산 전과 출산 후를 통해 90일의 출산전후휴가 사용가능.
6. 가족돌봄휴가 : 근로자가 조부모, 부모, 배우자, 배우자의 부모, 자녀 또는 손자녀의 질병, 사고, 노령으로 인해 가족을 동보기 위함 휴직 신청 가능. 최장 90일, 1회 30일이상 2번 나눠 사용 가능
혹시 이외에 임신, 출산과 관련된 법적으로 보호받을 수 있는 것들이 더 없을까용?"
육아휴직 후 퇴사,"12월29일 출산예정인데
팀장하도 지랄해서 4월말에 육휴 들어갈 예정입니다!
오늘 딱 입사1년째 되는날인데
육휴 쓰면 내년 7월쯤 퇴사할거같은데
그럼 퇴직금은 2년치를 받는걸까요??"
출산휴가 이렇게 하면 좀 위험할까요??,"마침 10월 긴연휴 있길래 인사팀에 10월연휴 연차껴서
쓸 수 있냐니까 가능은 하다길래 아래 같이 쓰려는데
초산모이긴한데 혹시 출산 휴가 시작 전에
출산하게되면 중간에 수정이 가능한가요?..
너무 타이트 할까요?? ㅠㅠ
하필 상반기에 연차 많이써서 8개뿐이 안남아서요ㅠㅠ"
육아휴직급여 연장근로수당 인정 받으신 분 있으실까요?,"월급여가 '기본급' + 고정적으로 받는 '연장근로수당' 으로 되어 있어서요
육아휴직급여의 통상임금은 '기본급'으로 책정된다고 해서
연장근로수당은 제외되는 것 같더라구요 ㅠㅠ
고용노동부 통상임금 지침서 확인해보면
통상임금의 개념을 소정근로의 대가로서 정기적/일률적으로 지급하기로 정한 임금이라고
임금의 명칭이나 지급주기의 장단 등 형식적인 기준이 아닌
임금의 객관적 성질을 본다고 명시되어 있는데
이런 경우, 연장근로를 하지 않아도 매월 정기적, 일률적으로 지급받은
연장근로수당도 인정되어야 되는게 아닌가 해서요;
연장근로수당까지 인정 받으신 분들 있으실까요?"
"출산휴가 + 육아휴직 1년 6개월 쓰는 경우, 통합 신청","안녕하세요 !
25년 5월 28일 제왕절개합니다. 둘째고요 !
5월 1일부터 출산휴가 들어가요.
그리고 남편도 육아휴직을 함께 사용할 예정입니다. (제 육아휴직 시작시점부터 3개월)
출산휴가와 육아휴직 통합신청을 하려는데 기간이 맞는지 확인좀 해주세요~
출산예정일: 25년 5월 28일
출산휴가: 25년 5월 1일~ 25년 7월 29일(90일)
육아휴직: 25년 7월 30일~ 26년 7월 30일(1년)
추가육아휴직: 26년 7월 31일~ 27년 1월 31일(6개월)
통합신청서에는
출산휴가: 25년 5월 1일~ 25년 7월 29일(90일)
육아휴직: 25년 7월 30일~ 27년 1월 31일(1년6개월)
이렇게 작성하면 되는지 궁금해요~
남편이 함께 육휴를 3개월 쓰면, 육휴가 1년 6개월로 늘어나는 걸로 알고 있는데
통합신청서에는 위와 같이 작성하면 되는건지 궁금해요~"
