title,detail
육아휴직 급여신청,"안녕하세요 출산휴가 끝나서 오늘부터
육휴급여 신청하려고 하는데 수급신청 기간에
육휴 끝나는날짜 쓰는거아닌가여..?
자꾸 신청기간을 다시 입력하라고 뜨네요 ㅜㅜ"
"아기 9개월, 13개월 복직시기 언제가 나을까요?","현재 저랑 남편 같이 휴직해서 육아하고잇구
제가 먼저 복직해야되는 상황인데요
거의 처음부터 남편이랑 저랑 같이 육아햇는데 요즘 남편보다 저한테 안겨잇을라하고 저를 좀더 찾더라구요
빠르면 아기 9개월, 늦으면 13개월에복직해야하는데
13개월에 어짜피 해야될거면 아기가 조금이라도 잘 모를때?? 일찍하는게 나을까요??"
어린이집 연장보육 신청,"남편이 육아휴직중이고 4월부터 복직예정이라
어린이집 연장 신청하려고 하는데ㅠ
동사무소 전화하니까
필요서류를 잘 모르시더라구요?????
회사에물어보라고 하심
복지로 신청해보니까
남편이지금 휴직(공무원)중이라 4대보험 미가입자로
들어가던데 ㅜ 혹시 휴직중인분들 서류
뭐필요하셧나요ㅠㅠㅠㅠㅠ"
밤에 엄마만 찾는아기ㅠ,"곧 8개월되는 여아 첫애 키우는 엄마입니다
저희집은 현재 주 양육자가 아빠입니다(육아휴직중)
제가 홀로 육아휴직중일때도 아빠와 하루씩 번갈아가면서
아가랑 한방에서 같이잤어요(밤육아안하는사람은 다른방에서 잠)
이제까지는 문제없는데 한달전쯤부터 밤에 엄마만 찾아요ㅜ
거실에서 잘 놀다가 이제 자러들어가자하고 아빠가 자는방으로 데리고 들어가면 강성울음이되고 엄마가 오기전에는 절대 진정이안됩니다
애기가 깊게 잠들어서 조금 자리비우면 금방 일어나서 엄마찾아요
엄마오면 바로 방긋방긋 또는 잠이듭니다
이러다보니 제 수면질이 급속도로 떨어지는데..
계속이럴까요?
다른 방법이없을까요?"
어린이집 하원시간,"첫 어린이집을 보낸 초보맘이여서 어린이집 시스템을 전혀 모릅니다.
막상 이번주부터 어린이집을 보내보니 떨어질때 아기가 울어서 마음이 찢어지더라구요..
저희 아기는 아직 14개월밖에 안되었는데 ..너무 일찍 보내나싶기도하고..제가 올해까지는 육아휴직을 써서 아기를 그냥 지금이라도 어린이집 보내지말고 1년더 집에서 데리고있을까싶기도하고 생각이 많아지는데요..
제가 올해까지는 육아휴직중이여서 시간적 여유가 있거든요..그래서 하원이라도 조금 빨리 하려고하는데 낮잠자고 간식먹고 오후 3시쯤에 저희 아기만 먼저 데리러 가도되나요?
막상 어린이집 보내놓으니 함께할시간이 확 줄어들어서 복직하기전까지는 좀 일찍 하원시켜서 아이랑 시간보내고싶은데..하원시간을 자유롭게하는게 가능한지 궁금합니다."
남편 육아휴직 3개월 언제쯤 쓰면 좋을까요?,남편이 3개월정도 쓸 수 있는데 아기 몇개월때 쓰는게 제일 좋을까요?...
맞벌이 퇴사후 어린이집 형님반으로 올라갈때 입소 서류 제출을 다시 하나요 ???,"육아휴직 중 퇴사를 하게되엇고
퇴사 전 어린이집에 입소하게 되어서 서류는
잘 내었는데요
내년에 형님반 올라가게 될 경우
같은서류를 한번 더 제출하게 될까요 ㅠㅠ!???
국공립어린이집에 다니고 있습니다 !"
육아휴직 1년 6개월 소급 정확히 아시는 분!,"아이는 23년 8월 31일 생이고,
출산 후 남편과 같이 6개월 동시에 육아휴직을 사용했습니다.
2월 23일부터 18개월까지 육아휴직비를 지원한다고 하는데
저는 아직 육아휴직 중이고 현재 아이가 17개월입니다.
이 경우, 앞으로 6개월의 육아휴직비를 받을 수 있는건지 아시는 분 계신가요?"
어린이집선생님들은 1년 계약직인가요? ㅠ,"작년11월에 0세반입학해서 3개월간 맏아주신 첫담임선생님이 참좋으셨는데 0세반이 증원되서 새로오신선생님같았어요.
이번년도 담임이 바뀌어서 아쉬웠지만 그래도 오며가며 인사정도는 할수있겠다 생각했는데 오늘 알림장?에 선생님들 이름다올라왔는데 안계시더라구요 ㅠㅠ
얼집선생님은 원래 계약직인건가 싶어서 여쭤봅니다 ㅠ"
제가 이기적인 엄마인걸까요..?(조언부탁드립니다),"저는 대학 졸업 후 예체능계열에서 쭉 일해왔어요, 여자가 다니는 직장으로는 조직이긴하지만 시간도 여유있고 회사 팀장이 여자라 배려를 잘 해주십니다.
첫째가 18개월 둘째가 지금 5개월차인데 5월에 복직예정이구요 첫째 6개월때 바로 복직하려했으나 둘째가 생겨 휴직을 연장했어요, 그래서 첫째둘째 모두 어린이집 다니고 있어요 둘째는 지금 적응기간이구요
제가 직장을 다니게되면 시부모님께서 봐주신다고 하시는데,, 사실 저는 시댁을 안좋아하는데 봐주신다니 내려놓고 감사하게 받아들이고 있어요
본론은 남편벌이가 나쁘지않아서 남편은 제가 일 그만둬도 상관없다고하는데,, 저는 제가 하는일에 만족도도 있고,, 뭔가 계속 일을 하고싶다능 생각에 복직을 하는데 복직을 또 하려고 하니 애들이 너무 눈에 밟히네요,, 돈을 목적으로 일을 하는게아니라,,, 저는 제 일을 좋아하니까요,,, 일이 가기싫은거야 직장인으로써는 당연한 마음이지만 그래도 나가고싶음 마음이랄까요,, 근데 또 첫째 어린이집 보냈을때 아팠던거생각하니 둘째도 그럴텐데 시댁에서 케어가 잘 될지,, 저도 외부로 나가서 하는일이라 시간이 여유롭기하지마 어쨌든 근무중인게 마음에 걸리구요ㅠㅠㅠㅠ,,, 왔다갔다해요
그냥 내가 하고싶은 일때문에 애들을 나몰라라하는건 아닌가해서,, 너무 이기적인건가? 일을 포기해야하는건가? 생각이 자꾸드네요ㅠㅠㅠㅠㅠ,, 남편은 아니면 복직해보고 안되겠다 싶으면 휴직 연장하고 그만둬도 늦지않다 하는데,,,ㅠㅠㅠㅠ 길지만 제 글 읽어보시고,, 조언 부탁드릴께요,,"
육아휴직급여 6+6제도 차액금 지급 질문드려요,"작년 24년도에 저혼자 육아휴직을 써서 1번째달 150만원을 받았어요 ( 75%로 정확히는 112,5000원)
올해남편도 육아휴직을 시작해서 6+6제도 신청을 했습니다
그래서 제 1번째달 육아휴직급여에 대한 차액 100만원(250만원-150만원)을 이번에 받았는데요
작년기준으로는 75%만 먼저주고 올해는 100% 다 주잖아요
그래서 100만원 아니면 75만원 받을거라고 생각했는데 87,5000원이 들어왔어요
어떤계산을 해야 87,5000원이 될까요..?
100만원에 대한 12.5%를 제외 해야 저 금액이 나오는데 왜 12.5%를 뺏을까요?
혹시 자세히 아시는분 계실까요??"
공무원 유급 육아휴직 잘 아시는 분 계실까요?,"현재 7개월차 유급육아휴직중인 공무원입니다! (25.8월 유급휴직종료 / 27.1월까지 휴직예정)
개정된 1년6개월 유급휴직 혜택을 받으려면
배우자도 3개월이상 육아휴직을 해야하는 것으로 아는데요~
남편도 공무원인데,
저희 둘다 1년6개월 유급휴직 할 수 있는 방법을 고민중이에요.
제가 24.9~27.1월 휴직하고
남편이 26.8월~28.2월 (1년6개월) 휴직하면
둘의 휴직기간이 겹치는
26.8~27.1월 동안은
저도 6개월 유급휴직이 가능한걸까요?"
"맞벌이 가정 돌아기, 어린이집 고민 조언해주세요 ㅠㅠ","안녕하세요~
24년 1월생 아기이고 이번에 어린이집 0세반으로 입소하게 되었어요.
지금까지는 제가 육아휴직이라 데리고 다니고 있는데, 곧 복직이다보니 고민이 많네요 😭
지금 다니는 어린이집은 아주 맘에 들어요.
다만 0세부터 6세까지 반이 있다보니, 4시 이후로는 통합보육으로 전체 나이대 애들이 한반에 다 모인다고 하더라구요. 당직 선생님 한 분 계시구요.
6시에 퇴근해서 데려오자니..아기를 형님들 사이에서 두시간 있게하는게 좀 불안하기도 하고, 아기가 힘들어하지는 않을까 걱정되네요 ㅠㅠ
부모님들도 가까이 안계셔서 더 일찍 픽업은 어려워요..
다들 이런 상황일 때 어떻게 하셨나요? 😭
통합보육반에 2시간 보내도 괜찮은데 제가 유난인건지.. 고민이 많네요 🥹"
공무원맘님들 유급 육아휴직 기간 질문잇어요~,"저는 공무원이구 24.9월부터 현재까지 육아휴직중이구요
남편은 근로자인데 24.11월부터 현재까지 육아휴직중이에요(배우자가 아기18개월이하 일때 3개월 이상 육휴 사용함)
그럼 저는 1년 6개월 유급으로 육아휴직 가능한게 맞죠??"
19개월 어린이집 고민되요,"당연히 올해 못보낼거라 생각했는데
갑자기 입소 연락이 와서 이틀전부터 단지 내 가정어린이집 보내고있어요
저희 아기가 엄청 겁도 많고 예민한 기질인데
역시나 이틀내내 얼집에서 울먹거려요ㅜㅠ
막상 보내고 나니 애가 너무 스트레스 받는거같아서
마음이 안좋고
또 한편으로는 아기랑 죙일 있으면 할게 없더라구요ㅜ
(뒹굴거리는거 좋아하는 아기라 집에 있으면 침대서 둘이 뒹굴거리기만해요..)
아무래도 어린이집 가면 저보다 다양하게 이것저것 경험도 시켜줄거같고 현재 전체적인 발달이 느린편이라
어린이집 가면 보고 배우면서 좀 빨라질까싶기도하고ㅠ
(둘째는 계획중 )
둘째 태어나기 전에 어린이집 익숙해지고 잔병치레 끝내는게 나을테니 지금 보내는게 맞는건가 싶기도하고ㅠㅠ
아니면 어떻게든 잘 놀아주겠다고 스스러 다짐하고 올해까지만 가정보육 하는게 맞을지 정말 고민이네요ㅜ
➕현재 저는 휴직중 (복귀는 올해 10월
복직전에 둘째 계획중이라 둘째 생기면 2년 추가 육아휴직 연장이 되요 만약에 안생기면 10월에 퇴사 예정이에요)
그리고 남편도 현재 육아휴직이고 올해 7월에 복직입니다
또한 가정어린이집이 2세반까지밖에 없어서 올해 들어기면 딱 2년 보내고 다른 어린이집으로 가야해요ㅜ
마음이 너무 복잡한채로 쓰다보니 두서가 없네요ㅜㅜ"
육아휴직 급여신청,"안녕하세요 출산휴가 끝나서 오늘부터
육휴급여 신청하려고 하는데 수급신청 기간에
육휴 끝나는날짜 쓰는거아닌가여..?
자꾸 신청기간을 다시 입력하라고 뜨네요 ㅜㅜ"
"아기 9개월, 13개월 복직시기 언제가 나을까요?","현재 저랑 남편 같이 휴직해서 육아하고잇구
제가 먼저 복직해야되는 상황인데요
거의 처음부터 남편이랑 저랑 같이 육아햇는데 요즘 남편보다 저한테 안겨잇을라하고 저를 좀더 찾더라구요
빠르면 아기 9개월, 늦으면 13개월에복직해야하는데
13개월에 어짜피 해야될거면 아기가 조금이라도 잘 모를때?? 일찍하는게 나을까요??"
어린이집 연장보육 신청,"남편이 육아휴직중이고 4월부터 복직예정이라
어린이집 연장 신청하려고 하는데ㅠ
동사무소 전화하니까
필요서류를 잘 모르시더라구요?????
회사에물어보라고 하심
복지로 신청해보니까
남편이지금 휴직(공무원)중이라 4대보험 미가입자로
들어가던데 ㅜ 혹시 휴직중인분들 서류
뭐필요하셧나요ㅠㅠㅠㅠㅠ"
밤에 엄마만 찾는아기ㅠ,"곧 8개월되는 여아 첫애 키우는 엄마입니다
저희집은 현재 주 양육자가 아빠입니다(육아휴직중)
제가 홀로 육아휴직중일때도 아빠와 하루씩 번갈아가면서
아가랑 한방에서 같이잤어요(밤육아안하는사람은 다른방에서 잠)
이제까지는 문제없는데 한달전쯤부터 밤에 엄마만 찾아요ㅜ
거실에서 잘 놀다가 이제 자러들어가자하고 아빠가 자는방으로 데리고 들어가면 강성울음이되고 엄마가 오기전에는 절대 진정이안됩니다
애기가 깊게 잠들어서 조금 자리비우면 금방 일어나서 엄마찾아요
엄마오면 바로 방긋방긋 또는 잠이듭니다
이러다보니 제 수면질이 급속도로 떨어지는데..
계속이럴까요?
다른 방법이없을까요?"
어린이집 하원시간,"첫 어린이집을 보낸 초보맘이여서 어린이집 시스템을 전혀 모릅니다.
막상 이번주부터 어린이집을 보내보니 떨어질때 아기가 울어서 마음이 찢어지더라구요..
저희 아기는 아직 14개월밖에 안되었는데 ..너무 일찍 보내나싶기도하고..제가 올해까지는 육아휴직을 써서 아기를 그냥 지금이라도 어린이집 보내지말고 1년더 집에서 데리고있을까싶기도하고 생각이 많아지는데요..
제가 올해까지는 육아휴직중이여서 시간적 여유가 있거든요..그래서 하원이라도 조금 빨리 하려고하는데 낮잠자고 간식먹고 오후 3시쯤에 저희 아기만 먼저 데리러 가도되나요?
막상 어린이집 보내놓으니 함께할시간이 확 줄어들어서 복직하기전까지는 좀 일찍 하원시켜서 아이랑 시간보내고싶은데..하원시간을 자유롭게하는게 가능한지 궁금합니다."
공무원육아휴직급여잘아시는분 ㅠㅠ,"공무원 되기전에 육휴를 일반회사에서 썼었는데요
공무원 되고나서 이전에 썻던거 상관없이 쓸수있다고 하는데 육아휴직수당도 다똑같이받나요??"
남편 육아휴직은 언제쯤 신청하는게 좋을까요?,"안녕하세요.
제가 출산하면 남편이 육아휴직은 15개월 사용할수 있어요. 남편은 당연히 출산후 바로 육휴 들어갈 생각인데…
신생아때는 사실 애가 두세시간마다 먹고자니깐 남편도움이 크게 필요하나 싶어요..?
아. 참고로 저는 캐나다에 살아서 산후조리원, 산후도우미, 친정도움, 주변에 도와줄 지인이 아- 무도 없습니디. 초등학교 다니는 첫째가 있어서 학교 등하원 차로 해줘야하고 피아노, 바이올린도 픽드랍 다 해줘야 하는 상황입니다. 시어머니가 계셔서 밥은 챙겨주실것 같아요.
이런상황이면 신생아때 육휴 쓰는게 나을까요-?
2-3살때 육휴써서 같이 공공기관 어린이프로그램도 데리고 다니고, 여행도 다니고 싶은데… 여행다니고싶은 욕심이 젤 큽니다..ㅋㅋ
다른분들은 어떻게 생각하시나요?"
아기 어린이집에 보내면서부터 그렇게 자주 아픈가요?,"이번해 출산 예정이라 육아휴직 등으로 고민 중에 있어 육아질문방에 글 남깁니다
저는 출산휴가밖에 못쓰는 입장이라 남편이 육아휴직 1년하고 그다음 어린이집을 보내기로 했어요
근데 어린이집 보내는 순간부터 애기들이 자주아프다고해서 걱정스럽네요.... 저는 출퇴근 편도 2시간, 남편도 이래저래 1시간 소요되거든요ㅠㅠ 더군다나 저희는 양가부모님께서 봐주실 입장이 안됩니다...
이럴 경우에 애가 아프다고해서 바로 달려간다고해도 시간이 꽤 걸릴테고ㅠㅠ 어린이집에 아침 8시에는 데려다줘야하는데 오랜 시간 어린이집에 있는것도 애가 좀 불쌍한것 같기도하고 고민이 큽니다... 최후의 방법으로는 제가 퇴사하고 2~3년정도 애 키우다가 다시 일 시작하는 것을 고려하고 있어요
직장다니시는 어머님들 어떻게 하고 계세요?"
육아에 너무 지치고 아이한테 자꾸 화만내게되요..,"돌지난아이를 키우고있어요
아이를 키우면서 스트레스가 쌓여서인지..아이가 좀 느린것도있어서인지
뭘 가르쳐줘도 모방행동도 안하고 다 느려서 가르치는것도 지치고
그냥 요즘엔 다 짜증나요 아이가 밥태기가와서 밥 안먹어도 화나고
졸려하면서 안자도 짜증나고 예전엔 안그랬는데 요즘엔 왜이렇게
화가나는건지..그러다가도 저녁만되면 아이한테 미안해서 눈물이납니다..
아이한테는 엄마가 정신적지주일텐데 엄마자격이 없는거같아요
아이앞에서도 눈물도 나고 화내고 짜증내고 한숨쉬고...
아이는 눈치보는것같아요... 그게 또 너무 미안하고...
하.....너무 힘드네요.. 다른 엄마들은 애기들 잘 키우는거같은데
왜 나는 못버티고있는건지...
안좋은생각까지도 할정도였다가 지금은 그정도까진 아니네요..
다행인건 남편이 곧 육아휴직을 쓰니까.. 괜찮아질까요???
다른공육하는 엄마들한텐 말도 못하겠어서 여기에 하소연해봅니다..."
"3월생 아기 얼집 시기 고민,,,","둘째 어린이집을 돌쯔음 보내야지 생각했었어요.
첫째 둘째로 휴직이 길었어서 일년 쉬고 복직하려했어요.
근데 또 첫째는 18-19개월까지 데리고 놀러도 많이 다니고 이것저것 해줬는데 둘째는 너무 일찍 보내나 괜히 고민되네요. 3 월생이라 내년에 안들어가면 내후년 3월일텐데...
내년엔 첫째 유치원도 첫 시작이라 그냥 일년 더 쉬고 봐주는게 난지 ..
유치원 처음 들어가면 신경쓸게 많을까요..???
육아선배님들 조언 부탁드려요~!"
육아휴직급여 접수시 ㅜ,"회사에서 서류제출 다 댔는데... 저도 파일 접수에 서류 제출해야하나요?? 접수햇는데
서류 필요하면 연랃오겟지요???
서울 남부 입니다"
어린이집 고민입니다ㅠ,"내년이면 어린이집을 가야할텐데
육아휴직 복귀랑 겹치더라구요..
사는 곳과 일터가 다른 지역인데 20~30분이면 차로 이동 가능합니다.
집 앞으로 어린이집을 가자니 일하다가 갈 수가 없고,
20~ 30분 거리에 있는 어린이집을 가면 매일 아기가 힘들지 않을까 싶네요ㅠ
조언 부탁드립니다ㅠ"
육아휴직 급여 한번에 몇달치 신청해도 되나요?,"배우자가 육아휴직 낼지말지 고민중이라서 6+6 해당될수도 있고..아닐수도 있고 한데
미리 먼저 250만원 3달 ,200만 3달 받으면 나중에 괜히 복잡해 질것 같아서요
450만원까지 6+6하면 받을수 있거든요
제가 어렵게 생각하는걸까요?"
어린이집 다녀오고 아기 멍이 있어요,"아기가 어제부터 이가나는건지 분리불안인건지 아빠껌딱지인데 어린이집을 간지 2주정도 되었고 아빠가 육아휴직을 들어간지도 이제 4일이 되었어요.
어제 엄청 울다잤고 오늘은 거의 실신수준으로 울다가 잤구요. 옷을 입히며 보니 아기 가슴팍 윗쪽에 작은 멍이 하나 있네요…..?
정말 어린이집에 대한 부정적인 인식을 갖지 않으려고 했는데 갑자기 멍을 보니 어린이집이 생각나요.
어제 아기가 어린이집이서 물을 쏟아서 여벌옷으로 갈아입혔다고 하셨었는데 어제 무슨 일이 있었던건지..
이 멍이 어린이집에서 생긴게 아닌 아기가 집에서 놀다가 부딪혀서 생겼을 수도 있어서ㅠㅠㅠ
갑자기 멍을 보니 마음이 심란해지네요…
다른 분들은 내일 어린이 집에 물어볼까 혹시 기분 나빠서 아이한테 피해갈까봐 또 물어보기도 그렇고 참 난감하네요 다른분들이시라면 어떻게하시려나요…?"
배우자 육아휴직 출산휴가,"신랑 육아휴직 20일 사용했는데
배우자 출산휴가가 따로있나요??
뭐1년인가 그렇다고 하던데 그런게있나요?"
어린이집 선택 조언부탁드려요 국공립 도보10분vs 편도 40분 차량 직장어린이집,"어린이집 선택 조언부탁드려요
일단 제 상황은 조금 애매한데 남편이 시험준비 중이고 저는 육아휴직중이에요 아기는 현재 9개월입니다
남편이 시험에 합격하고 직장을 하반기에 들어가게되면 육아휴직을 1년 더쓰고(27년 복귀) 가정보육을 더 하고 싶은데 이건 확실치 않구요ㅠㅠ 시험이 7월, 결과는 10월에 나와요 올해 안붙을 가능성도 있구요
남편이 시험에 안붙으면 26년 1월에 복귀하려고 해요
일단은 올해 9월부터 입소대기로 집 주변 어린이집에 걸어뒀는데
국공립어린이집에서 연락이 왔어요 7월부터라면 아기가 다닐 수 있는데, 9월부터라면 순위가 밀려 다른 아기가 들어와서 못다닌다
실제로 가보니까 나쁘진않지만 작고 오래되었더라고요.. 집 안방만한데 아기들이 6명 있을거래요
그래도 국공립이니까 선생님 프로그램 등은 좋아보이고 밥도 잘나오는거 같아요
남편이 시험붙으면 가정보육을 더 하고 싶은데 안될수도 있으니 7월에 보내는게 맞을까요?ㅠㅠ
만약에 여기 안보내면 직장어린이집을 제가 라이딩해서 다녀야할거같은데 편도로 40분 정도입니다
직장어린이집 평판은 당연 좋구요 다만 카시트를 싫어해서 혼자 뒤에 뒤보기로 잘 할 수 있을지 걱정이에요
직장어린이집은 언제나 보낼 수 있어서 남편 합격을 믿고 결과나온 다음에 복직 직전에 보낼수도 있어요 혹시 붙으면 가정보육도 가능..ㅎㅎ
현실적으로 무엇이 좋을지 조언주세요
가정보육 바람에 제가 현실을 모르고 가까운 국공립 얼집을 포기하는 것인지
아님 충분히 모험할 가치가 있고 직장얼집 라이딩 편도 40분 할만한지
선배 어머님들 부탁드립니다!"
육아휴직,"육아휴직에 대해 질문이 있어요!
저는 25.08에 육아휴직 1년 끝이라 8월에 복직예정이구요.
남편이 25.08에 육아휴직 3개월 쓸 예정입니다.
그러면 남편이 8,9,10월 3개월 쓰면
저는 6개월 늘어나는게 맞는건가요?
돈은 어떻게 지급되는건가 궁금하기도 합니다.
현재 육아휴직비 160만원 받고 있어요.
답변주시는 분들 미리 감사드립니다!"
배우자 육아휴직 질문 있어요,"제가 24년에 출산하고
출산휴가 3개월+육아휴직 1개월만 사용하고 복직을 했어요.
나머지 육아휴직 11개월이 남아있는 상황인데
남편이 지금 3개월 육아휴직을 쓰게 된다면
제 휴직 기간도 늘어나는 건가요?
부모 둘다 3개월을 써야 되는 것 같던데
저는 출산휴가만 3개월 쓰고 휴직은 1개월만 사용을 했었어서...
이런 경우에는 남편이 육아휴직을 써도
제 휴직 기간에는 해당사항이 없는건지 모르겠어요ㅠㅠ"
6개월 아기 어린이집,"육아휴직 중인데
내 시간 갖고싶어서+아기 발달 위해서
6개월부터 어린이집 보내는 거 어떻게 생각하세요?
종일반은 아니고 오전반 생각 중입니다
애착에 많은 문제가 생길까요..?
애기 보내놓은 동안 배우고 싶은 것이 있어서요"
"워킹맘 육아 병행하기 좋은 직업, 조건? 시간제보육 괜찮은가요?","대기업 영업직 휴직중이고 내년 3월 복직 예정이에요.
외근중에는 시간이 자유롭긴 하지만 출근도 많이 해야하고 가끔 복귀도 하거든요..
그리고 매출 압박에 서류업무에 애기 없을 때도 스트레스 많이 받았는데, 애기까지 키우면서 이래저래 정신이 없을 것 같고 자신이 없어요..
당장은 다니더라도 길게 다니는 것도 힘들 것 같아보이구요.
좋은건 안정적인거랑 복지..
이직 제안 받은 곳은 같은 업종 중소기업인데 아기 6개월부터 일해야할 것 같아요.. 이직하게 되면 퇴사도 해야하니 육아휴직은 쓰다 말게되는..
그리고 어린이집 보내기엔 애매할것같아서 시간제보육 맡기고 일하고 올까 생각중인데 시간제 다녀도 어린이집 다닐때처럼 아기 병원 자주 가야될까요??
장단점은 프리랜서라 시간은 완전히 자유롭지만 제가 하는 거에 따라 급여가 달라지는거!! 그래서 급여가 떨어질 수도 있다는 점..!
육아 병행하기엔 아래 회사가 나을 것 같은데.. 어떻게 생각하시는지... 근데 워킹맘분들은 지금 주무시겠죠..? 😂"
어린이집가고 수면패턴 바뀜,"11갤부터 어린이집 다녔고 지금은 돌지난지 2주차에요...
원래 정말 루틴대로 자고 밥먹고 싸는 아기였는데 어린이집가니까 그게 안되드라구요
물론 내려놔야지 싶으면서도...
일단 아직 12개월인데 애기가 낮잠1번만 자고 잘땐 2시간 많으면 3시간도 자요...
주말에는 낮잠 2번 꼭 자거든요... 어린이집만가면 1번만자요...
그리고 낮잠줄어들고 어린이집 감과 동시에 새벽5시에 기상해요... / 아기는 독립수면중입니다
그와 동시에 엄청난 엄껌도 시작되었어요..
어딜못가요 아빠가 육아휴직하고 애를 6개월을 봤는데도 아빠한테 안겨도 울어요
저만 찾아요 ㅠㅠ 어린이집적응은 한번도 울지않고 잘한 아가였거든요 ㅠㅡㅠ
남편도 복직하고 저도 당연히 일하면서.. 애가5시에 깨니까 미칠거같아요... 지나가겠거니 하면되는건지 이대로 굳혀질까봐 너무 걱정됩니다...
5시에 깨고... 안아주면 어쩔땐 7시까지 자고 어쩔땐 뭔짓을 해도 안자요 그러고 등원하면 낮잠1번 12시넘어 잔대요..;;
얼집가고 밥잘먹고 간식도 다 잘먹는 아기라 너무 좋은데.. 엄껌에 제가 다른일하느라 바닥에 앉혀두면 난리난리 울면서 계속 와요... 여태 저녁잠10시간이상 평균10시간반 자던아기가 요즘 9시간자고 낮잠 2~3시간 잡니다
어찌해야할까요 ㅠㅠ"
육아휴직이랑 육아기단축근로랑 합산해서 1년인건가요?,"1년반 개정은 조건이 많다고하더라구요...
별개가 아니였나요..?"
3교대 근무 남편,80일 아기를 키우는중이에요 저는 아기 낳고 휴직중이고 남편은 3교대 근무를 하는데 교대 근무하는 남편분들 보통 어느정도로 육아 도와주시나요~~?
육아휴직 중에 국민연금 납부 예외하시나요??,"국민연금납부 예외 신청이 가능한데
다들 하시는지 궁금해요!
본인 부담금 뿐만 아니라 회사 부담금도 같이 중단되서
오히려 손해인가 싶어서요"
둘째고민은 낳아야 끝날까요??😂,"아기키우기전엔 그래도 둘은 낳아야지 했었는데
키우다보니 너어무!!! 진짜!!! 힘들어서 절대!!! 외동으로 끝이다 했어요
아들이다 보니 더더욱 둘째도 아들이면.. 난 절대못해
그리고 이제 업무 적응도 다했는데 다시 임신하고 출산하고 휴직하고.. 못한다 생각했어요
아기 물건들도 다 물려주고..
그런데 아기 30개월되니 또 살만해지면서
둘째 놓으면 얼마나 이쁠까 딸이면 좋겠다
근데 아들이면? 그래도 둘이 잘놀겠지
근데 터울이 너무 큰건가? 싶고
둘째는 다들 사랑이라던데
둘이면 경제적으로 많이 부담스럽겠지?
하나만 잘키울까..
근데 또 요즘 육휴도 늘어서
지금 육휴 7개월 남아있으니 둘째 출산 3개월 1년6개월
임신해서 힘드면 조금 일찍들어가고..
지원되는거 이모님이랑.. 육아단축도 쓰고.. 동시휴직도 쓰고.. 생각하고
첫째키우면서 아기보다보면 쑥 커있겠지
우짜죠....
남편 41 저 35 지금 마지노선이라 더 고민되네요
지금 지방자가는 있고 차도 곧 바꾸긴해야겠지만 풀체인지되기전 투싼이구요
남편이 직장을 바꿔서 9급공무원 200초인것 같은데 이것저것 수당도 있더라구요
저는 간호사상근직 330-40이에요
제 근무조건이 좋아서 육휴를 길게쓰면 자리 없어질까봐 걱정이긴해요
저희엄마는 제가 너무 힘들어했으니 하나만잘키우라하시네요
첫째가 너무 힘들었었는지 둘째는 좀 순하지않을까 싶기도하고.. 아우 고민입니다
둘째있음 다들 좋다고 추천하시네요
경제적능력만 되면 이런 고민 안할거 같아요..
안키워봐서 얼마나들지 모르겠어서ㅠㅠㅠ"
육아휴직 지원금 관련 질문입니다,"육아휴직 지원금 관련 질문드려요.
1년 6개월 육휴(유급) 하려면 남편이 3개월을 필수로 해야 한다고 알고 있습니다.
아래의 경우에 둘다 유급으로 가능한지 혹은
두번째 경우만 유급 가능한지 궁금합니다
1. 아내 1년 육휴>아내와 남편 동시에 3개월>아내 3개월
2. 아내 1년 육휴>남편3개월>아내6개월
아시는 분들 답변 미리 감사드리며
혹시 관련 문의는 어디로 하면 되는지 아시는 분
있으시다면 답변 부탁드립니다.
감사합니다"
제주 금호VS소노캄,"안녕하세요:)~ 저는 지금 19개월 접어드는 아들키우는 맘입니닷! 제가 지금 육아휴직 중인데, 휴직 기간동안 꼭 한번 해보고 싶었던 일이 아기랑 제주도 한달살이였거든요!
그렇지만 현실적으로 한달살이는 불가능할 것 같고, 일주일이라도 지내볼까 해요.
그래서 숙소를 알아보고 있는데, 한번은 리조트에서, 나머지 반은 민박에서 묵으려고요.
- 리조트는 소노캄vs금호 고민중인데, 혹시 이곳 다녀와보신 분이 있다면 어디를 더 추천하시는지 문의드려요!
※앗, 참고로 비교했을때 객실 퀄리티보다 주변 경관과 산책로 등 부대시설이나 기타 편의시설이 더 만족스럽게 잘 갖추어진 곳으로 가고싶어요!
- 그리고 아기랑 갈만한 가성비 민박 아시는 분 있으시면 추천 부탁드립니다ㅠㅠ 행복한 하루되세요♡"
돌 아기 놔두고 친정엄마와 일주일 간 유럽여행을 계획중입니다.,"안녕하세요. 올 6월에 아기가 돌이 됩니다. 7월에 복직을 앞두고 있는데 애기 낳고 홀로 지내온 친정엄마가 마음에 쓰여서 이 휴직기간을 이용해 여행을 다 계획해놨습니다. 근데 10개월에 돌입하니깐 아기가 엄마아니면 안되네요. 아빠랑만 있어도 엄마를 많이 찾아서 여행을 취소해야 하나 고민이 많습니다. 한 편으론 아기가 너무 마음에 걸리고 또 다른 한 편으론 엄마 더 나이들기전에 둘이 좋은 추억을 만들 수 있는 마지막 기회다 싶고요 ㅠㅠㅠ
남편은 자꾸 애기가 저만 찾는다고 죄책감 부여하는데 뭐가 더 나은 선택일까요. 여러분들의 경험담이나 의견 구하고 싶습니다. 여행기간은 정확히 8박9일입니다."
